rank,sentence,pinyin,english,original_order,complexity,frequency,similarity_penalty,similar_to,final_score
3609,谁在那?,Shuí zài nà?,Who's there?,1200,17.2,71.4,12.5,35,58.02
3610,谁做的？,Shéi zuò de?,Who did it?,1923,17.2,71.4,12.5,39,58.02
3611,是谁呢？,Shì shuí ne?,Who is it?,1194,17.2,71.4,12.5,45,58.02
3612,给我滚,Gěi wǒ gǔn,Get out of here.,772,17.2,71.4,12.5,31,58.02
3613,看起来不错,Kàn qǐlái bùcuò,Looks good.,1780,26.9,76.2,10.0,1,58.02
3614,怎么了 亲爱的,Zěnme le qīn'ài de,"What's wrong, dear?",1593,28.0,75.7,7.1,71,58.02
3615,我要结婚了,Wǒ yào jiéhūn le,I'm getting married.,2776,24.8,74.2,8.3,31,58.01
3616,我能说什么？,Wǒ néng shuō shénme?,What can I say?,2108,24.8,74.2,8.3,31,58.00
3617,你想干什么？,Nǐ xiǎng gàn shénme?,What do you want to do?,1159,26.9,76.1,10.0,5,57.99
3618,是谁呀？,Shì shuí ya?,Who is it?,1306,17.2,71.3,12.5,90,57.98
3619,什么来着,Shénme lái zhe,What was it again?,1597,21.0,68.5,0.0,1,57.97
3620,我才不怕,Wǒ cái bù pà,I'm not afraid.,2538,21.0,78.5,25.0,31,57.93
3621,不，谢谢了,"Bù, xièxie le","No, thank you.",1319,19.8,74.3,16.7,1,57.90
3622,哦，没事,"Ó, méishì","Oh, it's nothing.",796,17.8,66.4,0.0,1,57.89
3623,你开玩笑？,Nǐ kāi wánxiào?,Are you kidding?,735,22.3,73.2,10.0,89,57.89
3624,你知不知道,Nǐ zhī bù zhīdào,Do you know?,2346,25.7,76.1,12.5,1,57.87
3625,救命啊 救命啊,Jiù mìng a jiù mìng a,Help! Help!,1754,24.2,77.0,16.7,27,57.87
3626,大错特错,Dà cuò tè cuò,Completely wrong.,1490,29.1,79.8,16.7,6,57.86
3627,你做什么了？,Nǐ zuò shénme le?,What did you do?,2039,24.7,73.8,8.3,39,57.84
3628,你做了什么？,Nǐ zuò le shénme?,What did you do?,1146,24.7,73.8,8.3,39,57.84
3629,我告诉你了,Wǒ gàosù nǐ le,I told you so.,2308,24.7,73.8,8.3,31,57.84
3630,你告诉他了?,Nǐ gàosù tā le?,Did you tell him?,2306,24.7,73.8,8.3,48,57.84
3631,让我下车,Ràng wǒ xià chē,Let me get off the car.,2427,21.0,78.3,25.0,38,57.84
3632,你可以走了,Nǐ kěyǐ zǒu le,You can go now.,2275,24.7,73.8,8.3,49,57.84
3633,你明白了吗？,Nǐ míngbai le ma?,Do you understand?,2325,24.7,73.8,8.3,32,57.83
3634,你准备好了？,Nǐ zhǔn bèi hǎo le?,Are you ready?,3161,24.7,73.8,8.3,41,57.83
3635,你找到了吗？,Nǐ zhǎodào le ma?,Did you find it?,2615,24.7,73.8,8.3,32,57.83
3636,你这话什么意思？,Nǐ zhè huà shénme yìsi?,What do you mean by that?,1595,31.3,74.5,0.0,1,57.83
3637,这是什么呀,Zhè shì shénme ya,What's this?,2199,24.8,73.8,8.3,90,57.82
3638,你听懂了吗？,Nǐ tīng dǒng le ma?,Did you understand?,3054,24.7,73.8,8.3,32,57.82
3639,你看见了吗？,Nǐ kànjiàn le ma?,Did you see that?,2625,24.7,73.8,8.3,32,57.82
3640,你叫什么来着？,Nǐ jiào shénme láizhe?,What was your name again?,2939,28.5,75.6,7.1,68,57.80
3641,你结婚了吗？,Nǐ jiéhūn le ma?,Are you married?,2770,24.7,73.7,8.3,32,57.80
3642,你害怕了吗？,Nǐ hàipà le ma?,Are you scared?,1396,24.7,73.7,8.3,32,57.80
3643,你不要紧吧？,Nǐ bù yàojǐn ba?,Are you alright?,1483,24.8,74.4,10.0,1,57.79
3644,这是真的吗？,Zhè shì zhēn de ma?,Is this real?,1538,24.8,73.7,8.3,32,57.78
3645,我能帮你吗？,Wǒ néng bāng nǐ ma?,Can I help you?,3004,24.7,73.7,8.3,31,57.78
3646,来 我们走,Lái wǒmen zǒu,"Come, let's go.",1105,21.0,78.2,25.0,49,57.78
3647,跟我们来,Gēn wǒmen lái,Come with us.,1515,21.0,78.2,25.0,52,57.78
3648,你从哪来？,Nǐ cóng nǎ lái?,Where are you from?,2614,21.0,73.1,12.5,3,57.77
3649,他们对你做了什么？,Tāmen duì nǐ zuò le shénme?,What did they do to you?,1727,35.3,79.2,6.2,26,57.75
3650,我快死了,Wǒ kuài sǐ le,I'm dying!,1187,22.3,73.8,12.5,4,57.71
3651,他快死了,Tā kuài sǐ le,He's dying.,1188,22.3,73.8,12.5,4,57.70
3652,你以为你是谁？,Nǐ yǐwéi nǐ shì shuí?,Who do you think you are?,1663,27.2,71.7,0.0,1,57.69
3653,我要回去了,Wǒ yào huíqù le,I'm going home.,2820,24.8,74.2,10.0,25,57.69
3654,我要进去了,Wǒ yào jìn qù le,I'm going in.,3096,24.8,74.2,10.0,25,57.68
3655,除你武器,Chú nǐ wǔqì,Disarm you.,1122,21.0,67.9,0.0,1,57.66
3656,是不是这样？,Shì bùshì zhèyàng?,Is that so?,1274,25.7,75.7,12.5,1,57.65
3657,不算是,Bù suàn shì,Doesn't count.,855,17.8,72.6,16.7,1,57.63
3658,三个月后,Sān gè yuè hòu,Three months later.,2726,21.0,67.9,0.0,1,57.63
3659,你弄疼我了,Nǐ nòng téng wǒ le,You hurt me.,1673,25.4,73.8,8.3,31,57.63
3660,你到哪里去了？,Nǐ dào nǎ lǐ qù le?,Where have you been?,1732,28.5,79.0,16.7,79,57.62
3661,我会想念你的,Wǒ huì xiǎngniàn nǐ de,I'll miss you.,3233,28.0,74.8,7.1,31,57.59
3662,我怎么不是我自己了？,Wǒ zěnme bùshì wǒ zìjǐ le?,Why am I not myself?,1756,37.0,82.3,12.5,31,57.56
3663,开玩笑,Kāi wánxiào,Just kidding.,815,23.3,74.0,12.5,89,57.54
3664,吓我一跳,Xià wǒ yī tiào,You scared me!,1456,21.3,71.8,10.0,31,57.52
3665,嘿，怎么了？,"Hēi, zěnme le?","Hey, what's wrong?",691,21.0,67.6,0.0,1,57.52
3666,我忘了告诉你,Wǒ wàng le gàosù nǐ,I forgot to tell you.,1656,28.5,75.0,7.1,31,57.51
3667,住嘴,Zhù zuǐ,Shut up!,259,16.2,71.4,16.7,91,57.51
3668,你不会,Nǐ bù huì,You won't.,1067,17.8,72.3,16.7,1,57.51
3669,你干了什么？,Nǐ gàn le shénme?,What did you do?,1160,24.7,73.8,10.0,5,57.50
3670,你已经死了,Nǐ yǐjīng sǐ le,You are already dead.,1358,24.7,73.8,10.0,4,57.50
3671,你不记得了？,Nǐ bù jìde le?,Don't you remember?,2479,24.7,73.8,10.0,1,57.49
3672,走开 走开,Zǒu kāi zǒu kāi,Go away! Go away!,1158,19.8,73.5,16.7,49,57.49
3673,这都是你的错,Zhè dōu shì nǐ de cuò,This is all your fault.,1714,29.5,76.0,8.3,6,57.46
3674,太糟糕了,Tài zāogāo le,That's terrible.,981,21.0,67.5,0.0,1,57.44
3675,给我闭嘴,Gěi wǒ bì zuǐ,Shut up!,1347,21.0,71.5,10.0,31,57.44
3676,真是疯了,Zhēnshi fēng le,That's crazy!,817,21.0,67.4,0.0,1,57.42
3677,你给我滚！,Nǐ gěi wǒ gǔn!,Get out of here!,1338,21.3,71.6,10.0,31,57.41
3678,太可怕了,Tài kěpà le,That's terrible!,1008,21.0,67.4,0.0,1,57.40
3679,我们是谁？,Wǒmen shì shuí?,Who are we?,1195,21.0,71.4,10.0,31,57.40
3680,那人是谁？,Nà rén shì shuí?,Who is that person?,2128,21.0,71.4,10.0,35,57.40
3681,谁知道呢,Shéi zhīdào ne,Who knows?,1938,21.0,71.4,10.0,45,57.39
3682,来吧，甜心,Lái ba ， tián xīn,"Come on, sweetie.",2962,21.0,71.4,10.0,46,57.39
3683,你是谁呀？,Nǐ shì shuí ya?,Who are you?,2196,21.3,71.6,10.0,90,57.38
3684,到你了,Dào nǐ le,It's your turn.,1050,17.2,65.1,0.0,1,57.38
3685,谁在那里？,Shuí zài nà lǐ?,Who's there?,2273,21.0,71.3,10.0,35,57.37
3686,谁跟你说的？,Shéi gēn nǐ shuō de?,Who told you that?,3124,25.4,73.3,8.3,52,57.35
3687,谁在说话？,Shuí zài shuō huà?,Who's speaking?,2396,21.0,71.3,10.0,76,57.35
3688,反对 法官大人,Fǎnduì fǎguān dàrén,"I object, your honor.",1023,31.5,76.9,8.3,26,57.35
3689,你他妈是谁,Nǐ tā mā shì shuí,Who the hell are you?,1582,25.4,73.3,8.3,48,57.34
3690,你完了,Nǐ wánle,You're finished!,519,17.2,65.0,0.0,1,57.34
3691,没人,Méirén,No one.,63,13.2,62.6,0.0,1,57.34
3692,我们要迟到了,Wǒmen yào chídào le,We're going to be late.,1495,28.0,74.3,7.1,31,57.30
3693,我已经习惯了,Wǒ yǐjīng xíguàn le,I'm used to it.,2886,28.0,74.2,7.1,31,57.29
3694,抱歉我迟到了, bàoqiàn wǒ chídàole,Sorry I'm late.,1077,28.0,74.2,7.1,31,57.28
3695,你的死期到了,Nǐ de sǐqī dàole,Your time is up.,1517,28.5,75.0,8.3,4,57.28
3696,你哭了,Nǐ kū le,You're crying.,911,17.2,64.9,0.0,1,57.27
3697,让我来,Ràng wǒ lái,Let me do it.,1287,17.2,78.2,33.3,38,57.24
3698,来 走吧,Lái zǒu ba,"Come on, let's go.",1083,17.2,78.2,33.3,59,57.23
3699,你看起来不错,Nǐ kàn qǐlái bù cuò,You look good.,3049,28.5,74.9,8.3,1,57.23
3700,梦想,Mèngxiǎng,Dream.,299,16.2,74.1,25.0,19,57.22
3701,放开,Fàngkāi,Let go.,37,16.2,74.1,25.0,7,57.21
3702,我感觉好多了,Wǒ gǎnjué hǎo duō le,I feel much better.,3108,28.0,74.1,7.1,31,57.21
3703,太好了 谢谢,Tài hǎo le! xiè xie,That's great! Thank you.,3043,25.7,73.8,10.0,41,57.20
3704,谁说的？,Shuí shuō de?,Who said that?,1196,17.2,64.7,0.0,1,57.19
3705,是谁啊？,Shì shuí a?,Who is it?,1193,17.2,71.4,16.7,27,57.19
3706,谁干的？,Shéi gàn de?,Who did it?,842,17.2,71.4,16.7,5,57.18
3707,不是你,Bú shì nǐ,It's not you.,1486,17.8,71.7,16.7,1,57.18
3708,好极了，谢谢,"Hǎo jí le, xièxie","Excellent, thank you.",2503,25.7,73.7,10.0,41,57.16
3709,准备好了吗？,Zhǔnbèi hǎo le ma?,Are you ready?,2527,26.9,73.8,8.3,32,57.14
3710,不够,Bù gòu,Not enough.,320,16.2,73.9,25.0,1,57.12
3711,真是太好了,Zhēnshi tài hǎo le,That's great!,2554,26.9,73.7,8.3,41,57.10
3712,前情提要,Qián qíng tí yào,Previously on...,2856,21.0,70.8,10.0,89,57.10
3713,站住 站住,Zhàn zhù zhàn zhù,Stop! Stop!,1406,19.8,72.7,16.7,91,57.08
3714,上去,Shàng qù,Go up.,694,16.2,73.9,25.0,25,57.08
3715,接下来,Jiēxiàlái,Next.,166,23.3,73.1,12.5,85,57.08
3716,现在你知道了,Xiànzài nǐ zhīdào le,Now you know.,2210,28.0,73.8,7.1,76,57.08
3717,去年,Qùnián,Last year.,256,16.2,73.8,25.0,25,57.06
3718,我们别无选择,Wǒmen bié wú xuǎnzé,We have no choice.,1458,31.5,76.3,8.3,2,57.06
3719,你看见什么了？,Nǐ kànjiàn shénme le?,What did you see?,2626,28.0,73.8,7.1,78,57.06
3720,我错过了什么？,Wǒ cuòguò le shénme?,What did I miss?,1520,28.0,74.2,8.3,6,57.05
3721,让我来帮你,Ràng wǒ lái bāng nǐ,Let me help you.,3006,25.4,77.3,20.0,38,57.04
3722,我就在这,Wǒ jiù zài zhè,I'm right here.,2061,21.3,70.9,10.0,31,57.04
3723,这到底是什么？,Zhè dàodǐ shì shénme?,What on earth is this?,2604,28.0,70.8,0.0,1,57.00
3724,这是你的房间,Zhè shì nǐ de fángjiān,This is your room.,3212,28.5,71.1,0.0,1,57.00
3725,你跑到哪里去了？,Nǐ pǎo dào nǎlǐ qù le?,Where did you run off to?,1749,32.4,79.1,14.3,79,56.99
3726,你会来吗？,Nǐ huì lái ma?,Will you come?,2014,21.3,76.7,25.0,32,56.95
3727,干杯,Gānbēi,Cheers!,104,16.2,73.6,25.0,5,56.93
3728,你真是疯了,Nǐ zhēn shì fēng le,You're crazy!,1600,24.7,68.7,0.0,1,56.93
3729,你是谁啊？,Nǐ shì shuí a?,Who are you?,2114,21.3,71.6,12.5,27,56.91
3730,我有个计划,Wǒ yǒu ge jìhuà,I have a plan.,2842,24.7,71.9,8.3,31,56.91
3731,船长,Chuánzhǎng,Captain.,279,16.2,73.5,25.0,18,56.90
3732,你有烟吗？,Nǐ yǒu yān ma?,Do you have a cigarette?,2827,21.3,70.6,10.0,32,56.89
3733,我有个主意,Wǒ yǒu ge zhǔyi,I have an idea.,2869,24.7,71.9,8.3,31,56.89
3734,他不会回来了,Tā bù huì huí lái le,He won't be back.,1718,28.0,73.8,8.3,1,56.84
3735,我不在乎,Wǒ bù zàihu,I don't care.,1006,22.3,77.0,25.0,31,56.81
3736,你给我闭嘴,Nǐ gěi wǒ bì zuǐ,Shut up!,1620,24.7,71.7,8.3,31,56.78
3737,放心,Fàngxīn,Don't worry.,81,16.2,73.3,25.0,7,56.78
3738,带了,Dài le,Brought (it).,960,13.2,61.5,0.0,1,56.78
3739,开了,Kāi le,It's open.,545,13.2,61.4,0.0,1,56.77
3740,够了,Gòule,Enough!,30,13.2,61.4,0.0,1,56.75
3741,完了,Wán le,It's over.,185,13.2,61.4,0.0,1,56.74
3742,我还没说完,Wǒ hái méi shuō wán,I haven't finished yet.,2985,24.7,76.3,20.0,37,56.73
3743,坏了,Huài le,It's broken.,375,13.2,61.3,0.0,1,56.72
3744,只不过,Zhǐ bu guò,It's just that...,1988,23.3,74.0,16.7,1,56.71
3745,我睡不着,Wǒ shuì bu zháo,I can't sleep.,1433,22.3,76.8,25.0,31,56.70
3746,给我一分钟,Gěi wǒ yī fēnzhōng,Give me a minute.,2873,24.8,71.5,8.3,31,56.68
3747,你准备好了吗？,Nǐ zhǔnbèi hǎo le ma?,Are you ready?,3092,28.5,73.3,7.1,32,56.66
3748,都是因为你,Dōu shì yīnwèi nǐ,It's all your fault.,1423,24.8,68.2,0.0,1,56.65
3749,你真是太好了,Nǐ zhēnshi tài hǎo le,You are so great!,3099,28.5,73.2,7.1,41,56.64
3750,谢谢你了,Xiè xie nǐ le,Thank you.,2411,19.8,65.1,0.0,1,56.62
3751,我没见过他,Wǒ méi jiànguò tā,I've never met him.,2804,24.7,71.3,8.3,31,56.57
3752,我没那么说,Wǒ méi nàme shuō,I didn't say that.,2679,24.7,71.3,8.3,31,56.57
3753,我这就去,Wǒ zhè jiù qù,I'll go right away.,2063,21.3,70.9,12.5,25,56.54
3754,给我坐下,Gěi wǒ zuò xià,Sit down.,2138,21.0,69.6,10.0,31,56.52
3755,瞧瞧你,Qiáo qiáo nǐ,Look at you.,866,16.5,62.9,0.0,1,56.49
3756,我该走了,Wǒ gāi zǒu le,I should go.,2226,21.3,75.7,25.0,49,56.46
3757,我们该走了,Wǒ men gāi zǒu le,We should go.,2982,24.7,75.7,20.0,49,56.46
3758,他们去哪了？,Tāmen qù nǎr le?,Where did they go?,2283,24.7,75.7,20.0,79,56.46
3759,我没疯,Wǒ méi fēng,I'm not crazy.,1620,17.2,68.3,12.5,31,56.45
3760,太可惜了,Tài kěxī le,That's too bad.,1062,21.0,65.5,0.0,1,56.45
3761,我不知,Wǒ bù zhī,I don't know.,1557,17.8,76.9,33.3,31,56.44
3762,你从哪儿来？,Nǐ cóng nǎr lái?,Where are you from?,2613,24.7,71.6,10.0,3,56.42
3763,你跟踪我？,Nǐ gēnzōng wǒ?,You're following me?,1112,21.0,75.4,25.0,52,56.42
3764,给我,Gěi wǒ,Give me.,581,13.2,67.4,16.7,31,56.41
3765,给他,Gěi tā,Give it to him.,582,13.2,67.4,16.7,48,56.41
3766,开火,Kāi huǒ,Open fire!,285,16.2,72.5,25.0,22,56.41
3767,你们怎么了？,Nǐmen zěnme le?,What's wrong with you guys?,631,24.8,67.6,0.0,1,56.40
3768,其他人呢？,Qí tā rén ne?,What about the others?,2746,22.3,76.2,25.0,48,56.40
3769,我爱你，宝贝,"Wǒ ài nǐ, bàobèi","I love you, baby.",2741,26.9,76.9,20.0,71,56.38
3770,老大,Lǎodà,Boss.,178,16.2,72.5,25.0,9,56.38
3771,已经太晚了,Yǐjīng tài wǎn le,It's too late.,1362,24.8,67.6,0.0,1,56.38
3772,那这是什么？,Nà zhè shì shénme?,So what is this?,2009,24.7,70.9,8.3,35,56.37
3773,宝贝，怎么了？,"Bǎobèi, zěnme le?","Honey, what's wrong?",1004,24.8,67.6,0.0,1,56.37
3774,她生病了,Tā shēngbìng le,She's sick.,1034,21.0,65.3,0.0,1,56.36
3775,这就是我说的,Zhè jiùshì wǒ shuō de,That's what I said.,2975,28.5,72.7,7.1,31,56.36
3776,就来,Jiù lái,Coming.,524,13.2,67.3,16.7,35,56.35
3777,真是太美了,Zhēnshi tài měi le,It's so beautiful!,2555,24.8,67.5,0.0,1,56.35
3778,来吧,Láiba,Come on.,219,13.2,67.3,16.7,46,56.34
3779,没 没有,Méi méiyǒu,"No, there isn't.",559,16.5,62.6,0.0,1,56.33
3780,受不了,Shòu bù liǎo,I can't take it anymore.,928,23.3,73.3,16.7,1,56.33
3781,你在发抖,Nǐ zài fādǒu,You're shaking.,1117,21.0,69.2,10.0,76,56.32
3782,给我站住,Gěi wǒ zhàn zhù,Stop right there!,1405,21.0,69.2,10.0,31,56.29
3783,来呀,Lái ya,Come on!,624,13.2,67.1,16.7,90,56.28
3784,你是不是,Nǐ shì bu shì,Are you...,2451,21.1,71.9,16.7,1,56.28
3785,二十,Èrshí,Twenty.,410,16.2,72.2,25.0,16,56.27
3786,真是太巧了,Zhēnshi tài qiǎo le,What a coincidence!,2927,24.8,67.4,0.0,1,56.26
3787,你们疯了吗？,Nǐmen fēng le ma?,Are you crazy?,1291,24.7,70.6,8.3,32,56.25
3788,你有笔吗？,Nǐ yǒu bǐ ma?,Do you have a pen?,2778,21.3,69.3,10.0,32,56.25
3789,你怎么了？,Nǐ zěnme le?,What's wrong with you?,562,21.0,65.1,0.0,1,56.25
3790,你明白了？,Nǐ míngbai le?,Do you understand?,1500,21.0,65.1,0.0,1,56.23
3791,你回来了,Nǐ huílai le,You're back.,1580,21.0,65.1,0.0,1,56.23
3792,你说谎,Nǐ shuō huǎng,You're lying.,1018,17.8,63.1,0.0,1,56.23
3793,你几岁了？,Nǐ jǐ suì le?,How old are you?,2866,21.0,65.0,0.0,1,56.22
3794,我没问题,Wǒ méi wèntí,I'm fine.,1407,21.0,75.0,25.0,81,56.21
3795,没问题吧？,Méi wèntí ba?,"No problem, right?",1401,21.0,75.0,25.0,86,56.21
3796,不是开玩笑,Bùshì kāi wánxiào,No joke.,1621,26.9,72.5,10.0,1,56.20
3797,你害怕了,Nǐ hàipà le,You're scared.,859,21.0,65.0,0.0,1,56.19
3798,跟我来吧,Gēn wǒ lái ba,Come with me.,2332,22.3,75.7,25.0,52,56.17
3799,我要尿尿,Wǒ yào niàoniào,I need to pee.,1115,19.8,69.2,12.5,31,56.16
3800,灯光,Dēngguāng,The lights.,365,16.2,72.0,25.0,21,56.16
3801,你自找的,Nǐ zì zhǎo de,You brought this on yourself.,1501,21.0,68.9,10.0,60,56.15
3802,他只是个孩子,Tā zhǐshì ge háizi,He's just a child.,2603,28.0,72.0,7.1,48,56.15
3803,你生气了,Nǐ shēngqì le,You're angry.,992,21.0,64.9,0.0,1,56.15
3804,好了么？,Hǎo le me?,Is it done?,1073,17.2,67.6,12.5,41,56.15
3805,该我了,Gāi wǒ le,It's my turn.,1383,17.2,67.6,12.5,31,56.14
3806,请跟我来,Qǐng gēn wǒ lái,Please follow me.,2340,22.3,75.7,25.0,52,56.14
3807,等会见,Děng huì jiàn,See you later.,1265,17.8,76.3,33.3,74,56.14
3808,哈利路亚,Hā lì lù yà,Hallelujah.,2930,22.3,65.7,0.0,1,56.14
3809,该走了,Gāi zǒu le,It's time to go.,1376,17.2,67.6,12.5,49,56.14
3810,我忍不住, wǒ rěn bù zhù,I can't help it.,2954,22.3,75.7,25.0,31,56.13
3811,打倒他！,Dǎdǎo tā!,Knock him down!,515,17.8,67.9,12.5,48,56.13
3812,好了啦,Hǎo le la,"Okay, okay.",1323,17.2,67.6,12.5,41,56.12
3813,他跑了,Tā pǎo le,He ran away.,1844,17.2,67.6,12.5,48,56.12
3814,真是个好主意, zhēn shì ge hǎo zhǔyì,That's a great idea!,3204,28.0,71.8,7.1,41,56.09
3815,他疯了,Tā fēng le,He's gone crazy.,733,17.2,67.5,12.5,48,56.09
3816,疯了吗？,Fēng le ma?,Are you crazy?,732,17.2,67.5,12.5,32,56.09
3817,你这是什么意思？,Nǐ zhè shì shénme yìsi?,What do you mean by that?,1575,31.6,71.1,0.0,1,56.09
3818,对不起，我忘了,"Duìbuqǐ, wǒ wàngle","Sorry, I forgot.",1012,28.0,75.6,16.7,31,56.08
3819,你们是谁？,Nǐmen shì shuí?,Who are you?,1340,21.0,64.7,0.0,1,56.06
3820,拦住他,Lán zhù tā,Stop him!,973,17.8,67.8,12.5,48,56.06
3821,上车吧,Shàng chē ba,Get in the car.,1631,17.8,76.0,33.3,51,56.01
3822,你该走了,Nǐ gāi zǒu le,You should go.,2228,21.3,68.8,10.0,49,56.00
3823,你救了我,Nǐ jiù le wǒ,You saved me.,2060,21.3,68.7,10.0,31,55.97
3824,你胡说！,Nǐ hú shuō!,You're lying!,952,17.8,62.6,0.0,1,55.97
3825,你忘了吗？,Nǐ wàng le ma?,Did you forget?,1413,21.3,68.7,10.0,32,55.97
3826,愿他安息,Yuàn tā ān xí,May he rest in peace.,2882,21.0,68.5,10.0,48,55.97
3827,你疯了吗？,Nǐ fēng le ma?,Are you crazy?,1289,21.3,68.7,10.0,32,55.96
3828,你疯了吧,Nǐ fēng le ba,Are you crazy?,1290,21.3,68.7,10.0,46,55.96
3829,你病了吗？,Nǐ bìng le ma?,Are you sick?,1391,21.3,68.7,10.0,32,55.93
3830,你来啦,Nǐ lái la,You're here!,1331,17.2,62.2,0.0,1,55.93
3831,恕我失陪,Shù wǒ shī péi,Excuse me.,2871,21.0,68.4,10.0,31,55.92
3832,你是谁？,Nǐ shì shuí?,Who are you?,1190,17.2,62.2,0.0,1,55.91
3833,你给我站住,Nǐ gěi wǒ zhàn zhù,Stop right there!,1652,24.7,70.0,8.3,31,55.91
3834,不，这不可能,"Bù, zhè bù kěnéng","No, it's impossible.",1354,23.4,70.9,12.5,1,55.90
3835,快下车,Kuài xià chē,Get out of the car!,1634,17.8,67.4,12.5,63,55.88
3836,你跑哪去了？,Nǐ pǎo nǎr qù le?,Where did you run off to?,1633,25.4,75.0,20.0,79,55.87
3837,我要走了,Wǒ yào zǒu le,I'm leaving.,2030,21.0,74.3,25.0,49,55.86
3838,那就是了,Nà jiù shì le,That's it.,2059,21.0,74.3,25.0,35,55.85
3839,我找到了,Wǒ zhǎodào le,I found it.,1930,21.0,74.3,25.0,60,55.85
3840,我不要了,Wǒ bù yào le,I don't want it anymore.,1130,21.0,74.3,25.0,31,55.84
3841,很久以前,Hěn jiǔ yǐ qián,A long time ago.,2458,30.3,79.9,25.0,100,55.83
3842,没兴趣,Méi xìng qù,Not interested.,856,17.8,62.3,0.0,1,55.81
3843,我不行了,Wǒ bù xíng le,I can't go on.,1265,21.0,74.2,25.0,31,55.79
3844,谢谢了,Xiè xie le,Thank you.,1608,16.5,61.5,0.0,1,55.79
3845,这不关你的事,Zhè bù guān nǐ de shì,This is none of your business.,1742,28.0,71.7,8.3,1,55.77
3846,你来这里干嘛？,Nǐ lái zhè lǐ gàn ma?,What are you doing here?,1724,28.0,71.7,8.3,5,55.76
3847,时间不多了,Shíjiān bù duō le,Time is running out.,1370,24.8,74.3,20.0,58,55.72
3848,我们找到了,Wǒmen zhǎodào le,We found it.,1934,24.8,74.3,20.0,60,55.72
3849,不了，谢谢,Bù liǎo，xiè xie,"No, thank you.",2647,21.1,70.7,16.7,1,55.70
3850,何必呢？,Hé bì ne?,Why bother?,765,17.8,67.0,12.5,45,55.70
3851,两个人,Liǎng ge rén,Two people.,1828,17.8,62.0,0.0,1,55.67
3852,我们做到了,Wǒ men zuò dào le,We did it!,2981,24.8,74.1,20.0,39,55.64
3853,你作弊,Nǐ zuòbì,You cheated.,491,17.8,61.9,0.0,1,55.63
3854,你上哪儿去了？,Nǐ shàng nǎr qù le?,Where have you been?,1577,28.5,75.0,16.7,79,55.62
3855,你弄痛我了,Nǐ nòng tòng le wǒ,You hurt me.,1659,25.4,69.8,8.3,31,55.61
3856,这怎么可能呢？,Zhè zěnme kěnéng ne?,How is that possible?,2517,28.0,70.8,7.1,45,55.59
3857,让您久等了,Ràng nín jiǔ děng le,I'm sorry to have kept you waiting.,3146,24.7,69.2,8.3,38,55.54
3858,他们到了,Tāmen dào le,They arrived.,1460,21.0,67.7,10.0,48,55.53
3859,就这样了,Jiù zhèyàng le,That's it.,1213,21.0,67.7,10.0,35,55.53
3860,我看到你哭泣了吗,Wǒ kàndào nǐ kūqì le ma,Did I see you crying?,1770,35.3,74.5,5.6,31,55.52
3861,我说完了,Wǒ shuō wán le,I'm finished.,2259,21.0,67.6,10.0,31,55.52
3862,说完了吗？,Shuō wán le ma?,Are you finished?,2257,21.0,67.6,10.0,32,55.51
3863,我差点忘了,Wǒ chàdiǎn wàng le,I almost forgot.,2914,24.7,69.2,8.3,31,55.51
3864,我来拿,Wǒ lái ná,I'll get it.,1687,17.8,66.7,12.5,31,55.51
3865,你说对了,Nǐ shuō duì le,You are right.,2081,21.3,68.8,12.5,26,55.51
3866,我来开,Wǒ lái kāi,I'll drive.,1156,17.8,66.7,12.5,31,55.51
3867,我找到你了,Wǒ zhǎodào le nǐ,I found you.,2619,24.7,73.8,20.0,60,55.50
3868,你去哪了？,Nǐ qù nǎr le?,Where did you go?,2239,21.3,73.8,25.0,79,55.50
3869,你去哪里了？,Nǐ qù nǎlǐ le?,Where did you go?,2354,24.7,73.8,20.0,79,55.49
3870,你去了哪里？,Nǐ qù le nǎ lǐ?,Where did you go?,3019,24.7,73.8,20.0,79,55.49
3871,我听说了,Wǒ tīng shuō le,I heard.,2153,21.0,67.6,10.0,31,55.48
3872,我要睡了,Wǒ yào shuì le,I'm going to sleep.,2537,21.0,67.6,10.0,31,55.48
3873,五百万元！,Wǔ bǎi wàn yuán!,Five million yuan!,2830,30.3,74.1,12.5,15,55.47
3874,我搞砸了,Wǒ gǎozá le,I messed up.,1055,21.0,67.5,10.0,31,55.46
3875,你疯了么？,Nǐ fēng le me?,Are you crazy?,1292,21.3,63.7,0.0,1,55.45
3876,我下不了手,Wǒ xià bù liǎo shǒu,I can't bring myself to do it.,1649,24.8,73.8,20.0,31,55.45
3877,没有了,Méiyǒu le,No more.,552,17.8,61.5,0.0,1,55.42
3878,怎么了？,Zěnme le?,What's wrong?,151,17.8,61.5,0.0,1,55.42
3879,太大了,Tài dà le,It's too big.,1617,17.8,61.5,0.0,1,55.41
3880,起来了,Qǐ lái le,Wake up!,1481,17.8,61.5,0.0,1,55.41
3881,当然了,Dāngrán le,Of course.,661,17.8,61.4,0.0,1,55.40
3882,明白了,Míngbai le,Understood.,749,17.8,61.4,0.0,1,55.40
3883,我们回家吧,Wǒmen huí jiā ba,Let's go home.,2291,26.9,70.3,8.3,31,55.40
3884,发生了,Fāshēng le,It happened.,271,17.8,61.4,0.0,1,55.39
3885,抱歉了,Bàoqiàn le,Sorry.,242,17.8,61.4,0.0,1,55.39
