rank,sentence,romanization,original_order,frequency,complexity,grammar,structural,similarity,similar_to,final_score
720,你唔出聲冇人當你啞㗎喎。,něi m cēotsēng mǒu jàndōng něi áa gâa wô 。,116,41.6,41.8,0.0,25.1,4.0,,37.45
721,佢擺明講大話。,kěoi báaimìng góng daaiwaa 。,378,34.6,29.5,0.0,17.7,5.0,,37.45
722,揸慢啲。,zāa maan dī 。,88,26.3,17.2,0.0,10.3,2.9,,37.39
723,堂課好悶。,tòngfô hóumun 。,877,29.5,22.3,0.0,13.4,3.3,,37.37
724,我鍾意啲淺啲嘅色。,ngǒ zūng jî dī cín dī gê sīk 。,600,38.5,36.4,0.0,21.9,5.0,,37.32
725,個演唱會點呀？,gô jíncôeng wúidím āa ？,562,32.4,28.0,0.0,16.8,2.5,,37.31
726,俾幾分鐘時間我。,béi géifānzūng sìgâan ngǒ 。,689,34.7,31.3,0.0,18.8,3.6,,37.24
727,你輸咗喇。繼唔繼續玩？,něi syū zó lāa 。 gâim gâizuk wun ？,617,39.0,37.9,0.0,22.8,4.4,,37.23
728,佢有一幅畢加索嘅畫。,kěoi jǎu jātfūk bātgāasôk gê wáa 。,335,39.2,39.2,0.0,23.5,3.1,,37.22
729,阿Tom打爛咗個窗。,âa tīom dáalaan zó gô cōeng 。,727,32.5,28.5,0.0,17.1,2.5,,37.22
730,講多啲俾我聽。,góngdō dī béi ngǒ tīng 。,111,33.3,28.5,0.0,17.1,4.4,,37.19
731,個罐係吉嘅。,gô gûn hai gāt gê 。,295,30.7,25.4,0.0,15.2,2.9,,37.17
732,咪鬱。,mǎijūk 。,42,26.0,16.2,0.0,9.7,5.0,,37.15
733,我唔識講康納達話。,ngǒ m sīk gónghōng naapdaatwaa 。,828,36.8,34.7,0.0,20.8,4.4,,37.11
734,你阿爸喺邊呀？,něi âabāa hái bīn āa ？,675,33.2,28.5,0.0,17.1,5.0,,37.06
735,做得好！,zoudākhóu ！,18,34.1,23.3,0.0,14.0,15.0,你做得好好。,37.05
736,黑色嗰個係我嘅。,hāksīk gó gô hai ngǒ gê 。,809,35.5,32.4,0.0,19.4,5.0,,37.03
737,我對襪濕咗。,ngǒ dêoi matsāp zó 。,290,31.5,24.7,0.0,14.8,6.7,,37.03
738,光線會吸引昆蟲。,gwōngsîn wúi kāpjǎn kwāncùng 。,587,32.8,31.3,0.0,18.8,0.0,,36.99
739,過咗十年喇！,gwô zó sapnìn lāa ！,893,29.9,24.7,0.0,14.8,2.9,,36.97
740,佢開着咗部收音機。,kěoi hōi zoek zó bou sāujāmgēi 。,948,36.6,36.4,0.0,21.8,2.0,,36.96
741,佢唔係好識煮飯。,kěoi m hai hóu sīk zyúfaan 。,588,35.6,33.6,0.0,20.1,4.4,,36.84
742,閂咗道門佢。,sāan zó doumùn kěoi 。,210,29.9,25.4,0.0,15.2,2.9,,36.75
743,唔曬唔該。,m sâai m gōi 。,159,27.1,20.1,0.0,12.0,4.0,,36.75
744,咦，押韻喎！,jí ， âatwǎn wô ！,282,26.0,21.0,0.0,12.6,0.0,,36.72
745,係咪所有雀仔都識飛㗎？,hai mǎi sójǎu zôek záidōusīk fēi gâa ？,422,37.1,38.2,0.0,22.9,1.8,,36.71
746,阿Tom嚟緊喇。,âa tīom lèi gán lāa 。,402,27.2,21.3,0.0,12.8,2.5,,36.69
747,小心揸車呀。,síusām zāa cēāa 。,889,29.4,24.8,0.0,14.8,2.9,,36.69
748,我淨係見過佢一次咁大把。,ngǒzing hai gîn gwô kěoi jātcî gâm daai báa 。,520,42.7,47.0,0.0,28.2,3.1,,36.64
749,噉改變唔到任何嘢。,gám góibîn m dôu jamhò jě 。,716,35.8,35.3,0.0,21.2,3.3,,36.63
750,我哋嚟緊喇。,ngǒ dei lèi gán lāa 。,298,30.8,25.4,0.0,15.2,5.7,,36.63
751,咁佢哋搵唔搵到呀？,gâm kěoi dei wán m wán dôu āa ？,325,36.5,36.4,0.0,21.9,3.6,,36.62
752,你鐘唔鐘意網球㗎？,něizūng m zūngjî mǒngkàu gâa ？,497,33.5,30.1,0.0,18.1,5.7,,36.57
753,佢撕爛咗本書。,kěoi sīlaan zó búnsyū 。,901,31.8,29.5,0.0,17.7,2.5,,36.55
754,你係唔係經常嚟呀？,něi hai m hai gīngsòeng lèi āa ？,944,36.2,35.1,0.0,21.1,5.0,,36.54
755,聽講佢死咗。,tēnggóng kěoi séi zó 。,884,29.9,25.4,0.0,15.2,4.0,,36.53
756,我洗緊碗而家。,ngǒ sái gánwún jìgāa 。,907,32.5,28.0,0.0,16.8,6.7,,36.53
757,咁係邊個呀？,gâm hai bīngô āa ？,24,28.8,24.7,0.0,14.8,2.9,,36.45
758,我哋間舖頭好大間。,ngǒ dei gāan pôu tàuhóu daaigāan 。,503,35.3,34.1,0.0,20.4,5.0,,36.43
759,好熱呀，我就嚟頂唔順喇。,hóujit āa ， ngǒ zau lèi díng m seon lāa 。,978,41.5,44.4,0.0,26.6,5.0,,36.42
760,返工返成點呀？,fāangūng fáansìngdím āa ？,68,30.2,27.2,0.0,16.3,2.9,,36.38
761,阿Tom喺度睇緊書。,âa tīom hái dou tái gán syū 。,858,31.2,29.5,0.0,17.7,2.0,,36.37
762,我仲係單身。,ngǒzung hai dāansān 。,286,28.5,24.8,0.0,14.8,2.9,,36.28
763,呢個係佢嘅弱點。,nèi gô hai kěoi gê joekdím 。,484,33.6,33.6,0.0,20.1,2.2,,36.26
764,脫歐就係脫歐。,tyûtāu zau hai tyûtāu 。,557,30.0,25.5,0.0,15.3,5.7,,36.21
765,佢屋企好多人。,kěoi ūkkéi hóudō jàn 。,561,32.2,28.0,0.0,16.8,7.5,,36.20
766,佢晏咗起身。,kěoi âan zó héisān 。,230,28.3,24.7,0.0,14.8,2.9,,36.16
767,佢搶咗我個袋。,kěoi cóeng zó ngǒ gô dói 。,899,32.2,29.5,0.0,17.7,5.7,,36.09
768,係咪太細喇？,hai mǎi tâaisâi lāa ？,287,28.0,24.7,0.0,14.8,2.9,,36.02
769,佢哋買咗架新車。,kěoi dei mǎai zó gáa sāncē 。,811,33.1,33.6,0.0,20.1,2.2,,36.02
770,佢游水遊得好叻。,kěoi jàuséoi jàudāk hóu lēk 。,807,32.7,31.6,0.0,18.9,4.4,,36.00
771,佢冇一次係準時㗎。,kěoi mǒu jātcî hai zéonsì gâa 。,715,32.4,31.6,0.0,18.9,3.6,,36.00
772,呢支羹係愛嚟俾茶用嘅。,nèi zīgāng hai ôi lèi béi càa jung gê 。,865,39.3,44.4,0.0,26.6,1.7,,35.98
773,睇嚇！,tái hâak ！,4,20.8,13.2,0.0,7.9,2.5,,35.97
774,佢話你好可愛。,kěoi waa něihóu hóôi 。,668,31.7,28.0,0.0,16.8,7.5,,35.94
775,呢張係一張免費飛。,nèi zōeng hai jātzōeng mǐnfâi fēi 。,840,32.6,33.4,0.0,20.0,2.0,,35.87
776,佢買咗對新手套。,kěoi mǎai zó dêoi sān sáutôu 。,684,32.0,32.4,0.0,19.4,2.2,,35.84
777,阿Tom係個學生。,âa tīom hai gô hoksāang 。,332,28.4,24.7,0.0,14.8,5.0,,35.82
778,佢係個硬頸嘅女仔。,kěoi hai gô ngaang géng gê něoi zái 。,837,35.0,37.7,0.0,22.6,2.0,,35.82
779,嗰座係塔嚟嘅。,gó zo hai tâap lèi gê 。,174,30.2,29.5,0.0,17.7,2.5,,35.77
780,隻雀喺個天空度。,zêk zôek hái gô tīnhūng dou 。,938,31.6,32.4,0.0,19.4,2.0,,35.67
781,佢哋改變咗好多。,kěoi dei góibîn zó hóudō 。,812,32.6,32.4,0.0,19.4,4.4,,35.66
782,巴士站喺邊呀？,bāasizaam hái bīn āa ？,676,29.1,28.0,0.0,16.8,2.5,,35.65
783,我整喊咗阿Tom。,ngǒzíng hâam zó âa tīom 。,183,28.8,24.7,0.0,14.8,6.7,,35.65
784,老鼠好細隻。,lǒusyú hóusâi zêk 。,161,28.1,24.8,0.0,14.8,5.0,,35.63
785,俾我試多次吖。,béi ngǒsî dōcî āa 。,313,30.3,28.0,0.0,16.8,5.7,,35.61
786,佢有兩隻貓。,kěoi jǎu lǒengzêk māau 。,219,28.7,25.4,0.0,15.2,5.7,,35.60
787,唔記得咗密碼？,m gêidāk zó matmǎa ？,237,30.0,28.0,0.0,16.8,5.0,,35.58
788,我咪講咗對唔住囉。,ngǒmǎigóng zó dêoi m zyu lō 。,328,34.0,35.3,0.0,21.2,4.4,,35.51
789,飲咗酒唔好揸車。,jám zó záu m hóu zāa cē 。,794,32.7,33.6,0.0,20.1,4.4,,35.40
790,我哋買咗兩本書。,ngǒ dei mǎai zó lǒengbúnsyū 。,591,31.7,31.6,0.0,18.9,5.0,,35.37
791,你識唔識講法文㗎？,něisīk m sīk góngfâat màn gâa ？,596,31.0,30.1,0.0,18.1,5.7,,35.32
792,講畀我聽你喺邊呀？,góng béi ngǒ tīng něi hái bīn āa ？,960,35.0,37.7,0.0,22.6,4.4,,35.31
793,本書係紅色嘅。,búnsyū hai hùngsīk gê 。,245,28.6,28.5,0.0,17.1,2.5,,35.27
794,本書係黃色嘅。,búnsyū hai wòngsīk gê 。,467,28.6,28.5,0.0,17.1,2.5,,35.27
795,盛惠三歐羅吖。,singwaisāam āulò āa 。,912,28.5,28.5,0.0,17.1,2.5,,35.21
796,你隻錶準唔準㗎？,něi zêk bīu zéonm zéon gâa ？,805,29.4,27.2,0.0,16.3,6.7,,35.20
797,我打爛咗個玻璃杯。,ngǒ dáalaan zó gô bōlēibūi 。,260,32.9,34.7,0.0,20.8,4.4,,35.15
798,玩得開心啲喇！,wundāk hōisām dī lāa ！,166,28.9,28.0,0.0,16.8,4.4,,35.15
799,咁冇禮貌嘅？,gâm mǒu lǎimaau gê ？,894,26.7,25.4,0.0,15.2,2.9,,35.13
800,邊個食曬啲蛋糕？,bīngô siksâai dī daangōu ？,704,29.7,31.6,0.0,18.9,2.0,,34.96
801,收皮啦死八婆！,sāupèi lāa séibâatpò ！,173,28.3,28.5,0.0,17.1,3.3,,34.95
802,Tom愛我哋。,tīom ôingǒ dei 。,112,24.5,17.8,0.0,10.7,10.0,,34.93
803,佢喺希臘出世。,kěoi hái hēilaap cēotsâi 。,771,27.8,28.5,0.0,17.1,2.2,,34.89
804,Tom冇錢。,tīom mǒu cín 。,296,19.3,13.2,0.0,7.9,4.0,,34.89
805,你講咗咩？,něigóng zó mē ？,278,26.4,21.0,0.0,12.6,10.0,,34.89
806,你屋企定我屋企？,něi ūkkéi ding ngǒ ūkkéi ？,496,29.9,29.1,0.0,17.4,6.7,,34.87
807,邊嗰打爛隻碟？,bīn gó dáalaan zêk dip ？,576,28.4,29.5,0.0,17.7,2.5,,34.86
808,六點之前好返屋企喇。,lukdím zīcìn hóufáan ūkkéi lāa 。,718,33.1,37.8,0.0,22.6,1.8,,34.85
809,嗰本簿係邊個㗎？,gó bún bóu hai bīngô gâa ？,942,28.2,29.5,0.0,17.7,2.0,,34.83
810,蕾拉返咗屋企。,lèoi lāai fáan zó ūkkéi 。,664,28.7,28.5,0.0,17.1,5.0,,34.81
811,聽日係星期日。,tīngjat hai sīngkèijat 。,472,27.9,27.2,0.0,16.3,5.0,,34.80
812,我要去瞓覺喇。,ngǒjîu hêoi fângâau lāa 。,773,28.5,28.5,0.0,17.1,4.4,,34.79
813,我喺屋企。,ngǒ hái ūkkéi 。,97,23.3,21.0,0.0,12.6,3.3,,34.70
814,好撚熱呀。,hóu nán jitāa 。,274,23.3,21.0,0.0,12.6,3.3,,34.70
815,隻馬唔係白色㗎。,zêk mǎa m hai baaksīk gâa 。,940,27.4,28.5,0.0,17.1,2.5,,34.64
816,小心揸車。,síusām zāa cē 。,95,22.8,21.0,0.0,12.6,2.5,,34.62
817,佢好似好興奮。,kěoi hóucǐ hóu hīngfǎn 。,652,27.9,27.2,0.0,16.3,5.7,,34.61
818,佢坐咗喺佢隔籬。,kěoi zo zó hái kěoi gâak lèi 。,476,29.6,32.3,0.0,19.4,2.5,,34.59
819,我鍾意飲牛奶多過飲果汁。,ngǒ zūng jî jám ngàunǎai dōgwô jám gwózāp 。,979,37.2,44.5,0.0,26.7,3.3,,34.55
820,佢哋唔食肉。,kěoi dei m sikjuk 。,551,25.8,24.7,0.0,14.8,5.0,,34.50
821,你鍾唔鍾意落雨㗎？,něi zūng m zūng jî lokjyǔ gâa ？,326,29.9,31.2,0.0,18.7,5.7,,34.46
822,我架車係紅色嘅。,ngǒ gáacē hai hùngsīk gê 。,142,29.8,31.6,0.0,18.9,5.0,,34.45
823,佢問咗我一條問題。,kěoi man zó ngǒ jāttìu mantài 。,946,32.5,36.4,0.0,21.9,5.0,,34.31
824,佢哋受過訓練。,kěoi dei saugwô fânlin 。,670,27.1,29.5,0.0,17.7,2.2,,34.24
825,唔好話俾佢哋聽。,m hóuwáa béi kěoi dei tīng 。,249,30.4,33.6,0.0,20.1,4.4,,34.23
826,我要行喇。,ngǒ jîuhàng lāa 。,526,23.3,21.0,0.0,12.6,5.7,,34.22
827,佢好易攰。,kěoi hóu jik 攰 。,622,23.8,21.3,0.0,12.8,6.7,,34.14
828,夠鐘喇。,gâuzūng lāa 。,54,20.0,17.8,0.0,10.7,2.9,,34.11
829,唔好掟石頭。,m hóu dêng sektàu 。,435,25.7,25.4,0.0,15.2,5.7,,34.10
830,Tom鍾意馬仔。,tīom zūng jîmǎazái 。,322,22.9,22.3,0.0,13.4,3.3,,34.06
831,係唔係免費㗎？,hai m hai mǐnfâi gâa ？,69,23.5,23.4,0.0,14.1,3.3,,34.06
832,真係多撚謝曬。,zān hai dō nán zesâai 。,779,26.0,28.5,0.0,17.1,2.0,,34.05
833,佢識彈琴。,kěoi sīk tàankàm 。,742,21.9,21.3,0.0,12.8,2.9,,33.98
834,你會唔會幫佢哋？,něi wúi m wúi bōng kěoi dei ？,494,29.6,32.3,0.0,19.4,5.7,,33.94
835,我個頭好暈。,ngǒ gôtàu hóuwàn 。,370,26.7,26.9,0.0,16.1,6.7,,33.92
836,個個男仔都有架單車。,gôgô nàamzái dōu jǎu gáa dāancē 。,611,31.5,37.0,0.0,22.2,3.6,,33.91
837,你唔攰呀？,něi m 攰 āa ？,342,23.8,21.3,0.0,12.8,8.0,,33.88
838,嗰座係咩嚟㗎？,gó zo hai mē lèi gâa ？,674,24.3,25.4,0.0,15.2,3.3,,33.85
839,佢係俄羅斯人。,kěoi hai ngòlòsī jàn 。,172,26.5,28.5,0.0,17.1,4.4,,33.82
840,你著咩嘥士㗎？,něi zoek mē sāai si gâa ？,786,26.1,25.4,0.0,15.2,8.0,,33.81
841,我隻錶唔知擺咗去邊。,ngǒ zêk bīu m zī báai zó hêoibīn 。,852,34.2,40.4,0.0,24.2,6.0,,33.80
842,埋單吖唔該。,màaidāan āa m gōi 。,294,23.5,24.7,0.0,14.8,2.9,,33.78
843,喺LA冇人行㗎。,hái LA mǒu jànhàng gâa 。,485,22.8,21.0,0.0,12.6,6.7,,33.78
844,你唔坐呀？,něi m zoāa ？,432,23.3,21.0,0.0,12.6,8.0,,33.77
845,佢哋嘗試殺我。,kěoi dei sòengsî sâat ngǒ 。,780,27.1,29.5,0.0,17.7,5.0,,33.71
846,佢俾人罰咗一萬円。,kěoi béi jàn fat zó jātmaan 円 。,949,30.0,35.3,0.0,21.2,3.6,,33.68
847,嗰份報紙係咪今日㗎？,gó fan bôuzí hai mǎi gāmjat gâa ？,856,30.0,36.4,0.0,21.8,2.0,,33.68
848,冇問題。,mǒu mantài 。,53,19.3,17.8,0.0,10.7,3.3,,33.65
849,我爭啲唔記得咗。,ngǒzāng dī m gêidāk zó 。,478,28.2,31.6,0.0,18.9,5.0,,33.62
850,你啲頭髮長得濟。,něi dī tàu fâatcòeng dāk zâi 。,819,28.4,32.4,0.0,19.4,4.4,,33.60
851,份工唔易做㗎。,fangūng m jik zou gâa 。,661,23.8,24.7,0.0,14.8,4.4,,33.59
852,我哋幫隻貓改咗個名，叫做 Mimi。,ngǒ dei bōng zêk māaugói zó gô mìng ， gîuzou Mimi 。,871,37.5,47.0,0.0,28.2,5.5,,33.56
853,對我嚟講無咩分別。,dêoi ngǒ lèi góngmòu mē fānbit 。,603,29.6,35.3,0.0,21.2,3.6,,33.49
854,食得飯未呀？,sikdāk faan mei āa ？,227,23.8,24.7,0.0,14.8,5.0,,33.48
855,佢喺張檯度。,kěoi hái zōeng tói dou 。,371,23.1,25.4,0.0,15.2,2.5,,33.44
856,唔好喺冰上面跣親呀。,m hóu hái bīng soengmin sín cānāa 。,849,31.8,39.2,0.0,23.5,3.6,,33.44
857,我係啱嘅。,ngǒ hai ngāam gê 。,36,22.8,21.3,0.0,12.8,8.0,,33.42
858,唔好掂我部相機。,m hóu dim ngǒbou sôenggēi 。,796,28.4,31.6,0.0,18.9,6.7,,33.41
859,你間學校喺邊呀？,něigāan hokhaau hái bīn āa ？,703,28.0,32.4,0.0,19.4,4.4,,33.39
860,佢寫咗封信。,kěoi sé zó fūngsêon 。,362,22.6,24.7,0.0,14.8,2.9,,33.34
861,佢嗌咗杯啤酒。,kěoi âai zó būi bēzáu 。,379,24.7,28.5,0.0,17.1,2.5,,33.30
862,小心啲揸車。,síusām dī zāa cē 。,217,22.3,24.7,0.0,14.8,2.2,,33.30
863,佢決定辭職。,kěoi kyûtding cìzīk 。,762,23.6,25.4,0.0,15.2,4.4,,33.26
864,我哋冇乜時間淨喇。,ngǒ dei mǒu māt sìgâan zing lāa 。,607,29.9,36.4,0.0,21.8,4.0,,33.25
865,我食緊青瓜。,ngǒ sikgán cēnggwāa 。,882,23.3,24.8,0.0,14.8,5.0,,33.24
866,嗰隻貓定係狗嚟㗎？,gó zêk māau ding hai gáu lèi gâa ？,957,28.3,33.6,0.0,20.1,4.4,,33.20
867,我摺咗隻紙飛機。,ngǒ zîp zó zêk zífēigēi 。,688,27.2,31.6,0.0,18.9,5.0,,33.13
868,你識唔識睇譜㗎？,něisīk m sīk tái póu gâa ？,473,25.2,27.2,0.0,16.3,6.7,,33.09
869,我哋喺度睇緊電視。,ngǒ dei hái dou tái gán dinsi 。,505,30.3,37.7,0.0,22.6,4.0,,33.07
870,有咩生果係紅色㗎？,jǎu mē sāanggwó hai hùngsīk gâa ？,415,26.6,31.6,0.0,18.9,4.0,,33.01
871,佢忍住啲眼淚。,kěoi jánzyu dī ngǎanleoi 。,560,23.7,28.0,0.0,16.8,2.2,,32.99
872,發生乜嘢事呀？,fâatsāng mātjě si āa ？,246,23.8,28.0,0.0,16.8,2.5,,32.97
873,攞嗰本書俾我吖。,ló gó búnsyū béi ngǒ āa 。,683,27.8,33.6,0.0,20.1,5.0,,32.83
874,話俾我知邊個贏咗。,waa béi ngǒ zī bīngô jèng zó 。,263,28.6,35.3,0.0,21.2,4.4,,32.83
875,我每朝早都會剃鬚。,ngǒ mǔicìu zóu dōu wúi tâisōu 。,832,29.1,36.4,0.0,21.8,4.0,,32.82
876,幾時開始㗎？,géisì hōicí gâa ？,448,20.0,22.3,0.0,13.4,2.5,,32.79
877,邊個提議㗎？,bīngô tàijǐ gâa ？,555,20.0,22.3,0.0,13.4,2.5,,32.78
878,你係同邊個一齊嚟㗎？,něi hai tùng bīngô jātcài lèi gâa ？,860,29.1,35.3,0.0,21.2,6.0,,32.77
879,牛食草。,ngàu sikcóu 。,618,17.5,17.8,0.0,10.7,3.3,,32.76
880,佢病咗喎，好似係。,kěoi beng zó wô ， hóucǐ hai 。,709,26.7,32.4,0.0,19.4,4.4,,32.71
881,我星期日唔喺屋企。,ngǒ sīngkèijat m hái ūkkéi 。,711,27.8,34.7,0.0,20.8,4.4,,32.59
882,賣曬喇！,maai sâai lāa ！,87,16.7,17.2,0.0,10.3,2.9,,32.59
883,我仲讀緊書。,ngǒzungduk gánsyū 。,544,22.0,26.9,0.0,16.1,2.9,,32.35
884,乾咗佢！,gōn zó kěoi ！,91,16.6,17.2,0.0,10.3,4.0,,32.32
885,第十臺喺度播緊啲咩呀？,daisap tòi hái dou bô gán dī mē āa ？,866,32.5,44.4,0.0,26.6,3.6,,32.21
886,兔仔真係太可愛喇。,tôuzái zān hai tâai hóôi lāa 。,595,26.0,34.7,0.0,20.8,2.0,,32.20
887,個細路好大聲噉喊,gô sâilou hóu daaisīng gám hâam,939,27.2,35.3,0.0,21.2,4.0,,32.19
888,佢架單車係藍色嘅。,kěoi gáa dāancē hai làamsīk gê 。,598,27.5,37.7,0.0,22.6,2.0,,32.03
889,佢幾時出世㗎？,kěoi géisì cēotsâi gâa ？,390,19.9,24.7,0.0,14.8,2.5,,32.03
890,佢個真名係咩？,kěoi gô zānmìng hai mē ？,673,22.3,28.5,0.0,17.1,2.9,,32.02
891,吽喺屋企一啲都唔好玩。,ngau hái ūkkéi jāt dī dōu m hóuwáan 。,975,31.2,43.1,0.0,25.8,3.3,,32.00
892,關我撚事咩。,gwāanngǒ nán si mē 。,541,20.4,24.7,0.0,14.8,4.4,,31.93
893,你以前唔係噉講㗎喎。,něi jǐcìn m hai gám góng gâa wô 。,515,27.8,36.4,0.0,21.8,5.5,,31.91
894,我哋返緊屋企。,ngǒ dei fáangán ūkkéi 。,783,22.6,28.0,0.0,16.8,5.0,,31.89
895,我輸咗場比賽。,ngǒsyū zó còeng béicôi 。,242,23.1,28.5,0.0,17.1,5.7,,31.87
896,其實我知。,kèisat ngǒzī 。,738,19.7,22.3,0.0,13.4,6.7,,31.83
897,咩聲嚟？,mē sīng lèi ？,340,16.0,17.2,0.0,10.3,5.0,,31.82
898,咩聲嚟㗎？,mē sīng lèi gâa ？,532,16.0,17.2,0.0,10.3,5.0,,31.82
899,佢哋講緊啲咩呀？,kěoi dei góng gán dī mē āa ？,700,25.8,33.6,0.0,20.1,5.0,,31.82
900,佢翹埋對腳。,kěoi kìu màai dêoi gôek 。,538,19.8,25.4,0.0,15.2,2.5,,31.79
901,屌，我唔撚撈喇。,díu ， ngǒ m nán lōu lāa 。,179,24.2,29.5,0.0,17.7,7.5,,31.75
902,我哋間舖頭閂咗門。,ngǒ dei gāan pôu tàusāan zó mùn 。,713,26.9,36.4,0.0,21.8,4.4,,31.63
903,佢畫咗個蘋果。,kěoi wáa zó gô pìnggwó 。,309,21.9,29.5,0.0,17.7,2.5,,31.62
904,佢嚟緊喇。,kěoi lèi gán lāa 。,275,17.2,21.3,0.0,12.8,2.9,,31.61
905,你唔攰咩？,něi m 攰 mē ？,123,20.0,21.3,0.0,12.8,10.0,,31.60
906,我會保護佢哋㗎喇。,ngǒwúi bóuwu kěoi dei gâa lāa 。,413,23.9,31.6,0.0,18.9,4.4,,31.57
907,我哋唔可以入去。,ngǒ dei m hójǐ japhêoi 。,254,26.0,31.6,0.0,18.9,10.0,,31.53
908,你而家可以入去喇。,něi jìgāa hójǐ japhêoi lāa 。,416,26.0,34.7,0.0,20.8,5.5,,31.51
909,佢開美容院。,kěoi hōi měijùngjyún 。,890,18.8,24.8,0.0,14.8,2.5,,31.47
910,聖誕節快樂！,sîngdâanzît fâailok ！,229,20.0,26.9,0.0,16.1,2.2,,31.46
911,佢賣車。,kěoi maai cē 。,118,14.6,17.2,0.0,10.3,3.3,,31.44
912,隻貓食咗隻老鼠。,zêk māausik zó zêk lǒusyú 。,810,22.0,30.3,0.0,18.2,2.5,,31.39
913,你好似好攰咁喎。,něi hóucǐ hóu 攰 gâm wô 。,594,23.3,31.2,0.0,18.7,5.0,,31.32
914,呢條呔幾多錢呀？,nītìu tāai géidō cín āa ？,686,22.9,31.6,0.0,18.9,3.3,,31.31
915,邊個嗌呀？,bīngô âai āa ？,62,16.5,21.0,0.0,12.6,3.3,,31.27
916,我諗我明㗎喇。,ngǒ nám ngǒmìng gâa lāa 。,658,20.0,23.4,0.0,14.1,8.6,,31.26
917,講唔該吖。,góngm gōi āa 。,58,16.4,21.0,0.0,12.6,3.3,,31.22
918,唱歌好易。,côenggō hóujik 。,354,17.5,22.3,0.0,13.4,4.4,,31.16
919,我唔係俾人炒魷魚，係自己劈炮唔撈嘅。,ngǒ m hai béi jàn cáaujàujyú ， hai zigéi pêkpâau m lōu gê 。,984,41.0,63.0,0.0,37.8,2.7,,31.06
920,而家中午。,jìgāa zūngng 。,78,17.5,22.3,0.0,13.4,5.0,,31.05
921,嘥曬！,sāai sâai ！,85,10.0,13.2,0.0,7.9,0.0,,31.05
922,睇跣！,tái sín ！,423,10.0,13.2,0.0,7.9,0.0,,31.05
923,佢係咪的士司機嚟㗎？,kěoi hai mǎi dīksí sīgēi lèi gâa ？,723,24.1,35.3,0.0,21.2,2.0,,31.04
924,Tom未到。,tīom meidôu 。,446,16.9,16.2,0.0,9.7,13.3,,30.91
925,佢整唔見咗條車匙。,kěoi zíng m gîn zó tìu cē sì 。,597,24.8,37.7,0.0,22.6,2.0,,30.71
926,我啱啱諗到條正橋。,ngǒ ngāam ngāam nám dôutìu zîngkìu 。,950,23.3,34.1,0.0,20.4,4.0,,30.64
927,佢哋嚟緊喇。,kěoi dei lèi gán lāa 。,645,17.5,25.4,0.0,15.2,2.5,,30.64
928,千祈唔好自殺。,cīnkèi m hóu zisâat 。,314,20.0,28.0,0.0,16.8,5.0,,30.60
929,唔該唱首歌啦。,m gōi côengsáugō lāa 。,463,20.0,28.0,0.0,16.8,6.0,,30.40
930,佢將架車泊咗喺邊呀？,kěoi zôeng gáacē bok zó hái bīn āa ？,514,26.5,41.8,0.0,25.1,1.8,,30.37
931,睇嚇！佢嚟咗喇！,tái hâak ！ kěoi lèi zó lāa ！,321,19.4,29.5,0.0,17.7,2.5,,30.35
932,我嗰陣喺度睇緊電視。,ngǒ gó zan hái dou tái gán dinsi 。,967,27.1,41.8,0.0,25.1,3.6,,30.29
933,邊個講嘢？,bīngô góng jě ？,61,14.9,22.3,0.0,13.4,2.5,,30.25
934,過嚟！,gwô lèi ！,26,10.0,13.2,0.0,7.9,4.0,,30.25
935,洗手間喺邊？,sáisáugāan hái bīn ？,554,16.4,24.7,0.0,14.8,2.9,,30.23
936,嗰個女人係邊個嚟㗎？,gó gô něoijàn hai bīngô lèi gâa ？,337,22.4,34.1,0.0,20.4,4.0,,30.19
937,佢開魚檔嘅。,kěoi hōi jyù dông gê 。,437,16.7,25.4,0.0,15.2,2.9,,30.18
938,我啱啱由嗰邊嚟。,ngǒ ngāam ngāam jàu gó bīn lèi 。,928,21.4,32.3,0.0,19.4,4.4,,30.13
939,我杯啫喱雪極都唔瓊。,ngǒbūi zēléi syûtgik dōu m kìng 。,512,25.1,38.2,0.0,22.9,5.0,,30.08
940,佢仲嬲緊。,kěoi zung nāu gán 。,345,14.0,21.3,0.0,12.8,2.9,,30.01
941,啲書邊個㗎？,dī syū bīngô gâa ？,766,13.5,21.0,0.0,12.6,2.5,,29.97
942,點解森美唔嚟嘅？,dímgáai sāmměi m lèi gê ？,817,19.6,31.6,0.0,18.9,2.2,,29.90
943,你識唔識講意大利文㗎？,něisīk m sīkgóng jîdaaileimàn gâa ？,730,23.6,36.8,0.0,22.1,4.4,,29.87
944,我部相機俾人撻咗。,ngǒbou sôenggēi béijàn tâat zó 。,712,22.7,35.3,0.0,21.2,4.4,,29.85
945,你哋唔攰咩？,něi dei m 攰 mē ？,280,18.0,25.4,0.0,15.2,8.0,,29.78
946,佢係邊個？,kěoi hai bīngô ？,63,13.4,21.3,0.0,12.8,2.9,,29.74
947,佢哋發現咗喇。,kěoi dei fâatjin zó lāa 。,175,18.1,29.5,0.0,17.7,2.5,,29.72
948,我要好好噉讀書。,ngǒjîu hóuhóu gám duksyū 。,690,19.7,30.1,0.0,18.1,5.7,,29.68
949,請留步。,cínglàubou 。,73,10.0,17.8,0.0,10.7,0.0,,29.68
950,嗱，鎖匙。,nàa ， sósì 。,426,10.0,17.8,0.0,10.7,0.0,,29.68
