rank,sentence,pinyin,pinyin_corrected,pinyin_reason,english,original_order,complexity,frequency,similarity_penalty,similar_to,final_score,removed
4434,别胡扯了,Bié húche le,bié hú chě le,needs syllable separation: 3 words for 4 chars,Stop making things up.,1061,21.0,58.3,12.5,2,50.34,
4435,我要报警了,Wǒ yào bàojǐng le,wǒ yào bào jǐng le,needs syllable separation: 4 words for 5 chars,I'm going to call the police.,1492,24.8,58.9,8.3,31,50.34,
4436,累了,Lèi le,lèi le,needs formatting,Tired.,308,13.2,48.5,0.0,1,50.31,
4437,太蠢了,Tài chǔn le,tài chǔn le,needs formatting,So stupid!,975,17.8,51.3,0.0,1,50.31,
4438,这样好多了,Zhèyàng hǎo duō le,zhè yàng hǎo duō le,needs syllable separation: 4 words for 5 chars,That's much better.,2309,24.8,58.8,8.3,41,50.31,
4439,打开了,Dǎkāile,dǎ kāi le,needs syllable separation: 1 words for 3 chars,It's opened.,382,17.8,51.3,0.0,1,50.30,
4440,到时见,Dào shí jiàn,dào shí jiàn,needs formatting,See you then.,1825,17.8,51.3,0.0,1,50.30,
4441,断了！,Duàn le!,duàn le,needs formatting,It's broken!,512,13.2,48.5,0.0,1,50.30,
4442,我们完蛋了,Wǒmen wán dàn le,wǒ men wán dàn le,needs syllable separation: 4 words for 5 chars,We're doomed.,1253,24.8,58.6,8.3,31,50.22,
4443,现在没事了,Xiànzài méishì le,xiàn zài méi shì le,needs syllable separation: 3 words for 5 chars,It's okay now.,1586,24.8,58.6,8.3,76,50.22,
4444,你是个好人,Nǐ shì ge hǎorén,nǐ shì ge hǎorén,needs formatting,You're a good person.,2921,24.7,58.5,8.3,41,50.21,
4445,噢，太棒了！,"Ō, tài bàng le!",ō tài bàng le,needs formatting,"Oh, that's great!",2429,22.3,53.7,0.0,1,50.17,
4446,这是谁干的？,Zhè shì shuí gàn de?,zhè shì shéi gàn de,preferred pronunciation: shuí -> shéi,Who did this?,1551,25.4,59.5,10.0,5,50.14,
4447,俄国人,Éguórén,é guó rén,needs syllable separation: 1 words for 3 chars,Russian.,385,23.3,54.2,0.0,1,50.12,
4448,我们迷路了,Wǒmen mílù le,wǒ men mí lù le,needs syllable separation: 3 words for 5 chars,We're lost.,1051,24.8,58.4,8.3,31,50.12,
4449,洛杉矶,Luòshānjī,luò shān jī,needs syllable separation: 1 words for 3 chars,Los Angeles.,463,23.3,54.1,0.0,1,50.07,
4450,我不是这意思,Wǒ bùshì zhè yìsi,wǒ bú shì zhè yì si,needs syllable separation: 4 words for 6 chars,That's not what I meant.,2237,28.0,63.6,16.7,31,50.07,
4451,后退 后退,Hòutuì hòutuì,hòu tuì   hòu tuì,needs syllable separation: 2 words for 4 chars,Back off! Back off!,431,19.8,52.0,0.0,1,50.06,
4452,你这是干嘛？,Nǐ zhè shì gàn má?,nǐ zhè shì gàn má,needs formatting,What are you doing?,1634,24.7,58.9,10.0,5,50.06,
4453,有时候,Yǒushíhòu,yǒu shí hòu,needs syllable separation: 1 words for 3 chars,Sometimes.,281,23.3,54.0,0.0,1,50.05,
4454,听得见吗？,Tīng de jiàn ma?,tīng de jiàn ma,needs formatting,Can you hear me?,2165,22.3,57.5,10.0,32,50.05,
4455,不要再说了,Bú yào zài shuō le,bú yào zài shuō le,needs formatting,Don't say it again.,1585,24.8,58.9,10.0,1,50.05,
4456,给我下车,Gěi wǒ xià chē,gěi wǒ xià chē,needs formatting,Get me out of the car.,1305,21.0,56.6,10.0,31,49.98,
4457,有人来了,Yǒu rén lái le,yǒu rén lái le,needs formatting,Someone's coming.,2129,21.0,52.4,0.0,1,49.91,
4458,小伙子,Xiǎohuǒzi,xiǎo huǒ zi,needs syllable separation: 1 words for 3 chars,Young man.,260,23.3,53.7,0.0,1,49.90,
4459,墨西哥,Mòxīgē,mò xī gē,needs syllable separation: 1 words for 3 chars,Mexico.,429,23.3,53.7,0.0,1,49.89,
4460,圣诞节,Shèngdànjié,shèng dàn jié,needs syllable separation: 1 words for 3 chars,Christmas.,311,23.3,53.7,0.0,1,49.87,
4461,太了不起了,Tài le bù qǐ le,tài le bù qǐ le,needs formatting,That's amazing!,3014,23.5,58.7,12.5,1,49.82,
4462,你来晚了,Nǐ lái wǎn le,nǐ lái wǎn le,needs formatting,You're late.,1318,21.3,52.4,0.0,1,49.79,
4463,你误会了,Nǐ wùhuì le,nǐ wù huì le,needs syllable separation: 3 words for 4 chars,You misunderstood.,1091,21.0,56.2,10.0,32,49.79,
4464,伏特加,Fútèjiā,fú tè jiā,needs syllable separation: 1 words for 3 chars,Vodka.,483,23.3,53.5,0.0,1,49.77,
4465,无所谓,Wú suǒ wèi,wú suǒ wèi,needs formatting,Whatever; It doesn't matter.,1960,23.3,53.5,0.0,1,49.76,
4466,你醉了,Nǐ zuì le,nǐ zuì le,needs formatting,You're drunk.,1729,17.2,49.8,0.0,1,49.73,
4467,六个月后,Liù gè yuè hòu,liù gè yuè hòu,needs formatting,Six months later.,2795,22.3,57.8,12.5,20,49.70,
4468,谁在乎呢？,Shuí zàihu nē?,shéi zàihu nē,preferred pronunciation: shuí -> shéi,Who cares?,1113,21.0,56.0,10.0,45,49.70,
4469,你干什么了？,Nǐ gàn shénme le?,nǐ gàn shén me le,needs syllable separation: 4 words for 5 chars,What did you do?,1162,24.8,58.2,10.0,5,49.68,
4470,你知道这意味着什么,Nǐ zhīdào zhè yìwèizhe shénme,nǐ zhī dào zhè yì wèi zhe shén me,needs syllable separation: 5 words for 9 chars,Do you know what this means?,3213,37.8,62.0,0.0,1,49.67,
4471,三明治,Sānmíngzhì,sān míng zhì,needs syllable separation: 1 words for 3 chars,Sandwich.,438,23.3,53.3,0.0,1,49.66,
4472,犹太人,Yóutàirén,yóu tài rén,needs syllable separation: 1 words for 3 chars,Jew.,491,23.3,53.2,0.0,1,49.62,
4473,把手给我,Bǎ shǒu gěi wǒ,bǎ shǒu gěi wǒ,needs formatting,Give me your hand.,2402,21.0,55.8,10.0,31,49.62,
4474,谁啊？,Shuí a?,shéi a,preferred pronunciation: shuí -> shéi,Who's that?,569,13.2,57.1,25.0,27,49.60,
4475,一团糟,Yī tuán zāo,yī tuán zāo,needs formatting,A mess.,1073,23.3,53.0,0.0,1,49.51,
4476,芝加哥,Zhījiāgē,zhī jiā gē,needs syllable separation: 1 words for 3 chars,Chicago.,418,23.3,52.9,0.0,1,49.47,
4477,西班牙,Xībānyá,xī bān yá,needs syllable separation: 1 words for 3 chars,Spain.,450,23.3,52.9,0.0,1,49.45,
4478,救护车,Jiùhùchē,jiù hù chē,needs syllable separation: 1 words for 3 chars,Ambulance.,111,23.3,52.8,0.0,1,49.41,
4479,你是个疯子,Nǐ shì ge fēngzi,nǐ shì ge fēngzi,needs formatting,You're a madman!,1480,24.7,53.6,0.0,1,49.39,
4480,外星人,Wàixīngrén,wài xīng rén,needs syllable separation: 1 words for 3 chars,Alien.,426,23.3,52.7,0.0,1,49.37,
4481,让开,Ràng kāi,ràng kāi,needs formatting,Get out of the way!,172,16.2,55.1,16.7,38,49.35,
4482,你是个骗子,Nǐ shì ge piàn zi,nǐ shì ge piàn zi,needs formatting,You're a liar.,1661,24.7,53.5,0.0,1,49.35,
4483,来，坐下,"Lái, zuò xià",lái zuò xià,needs formatting,"Come, sit down.",1210,17.8,54.3,12.5,85,49.34,
4484,你这是怎么了？,Nǐ zhè shì zěnme le?,nǐ zhè shì zěn me le,needs syllable separation: 5 words for 6 chars,What's wrong with you?,1542,28.5,55.8,0.0,1,49.33,
4485,威士忌,Wēishìjǐ,wēishìjǐ,needs formatting,Whiskey.,477,23.3,52.6,0.0,1,49.32,
4486,你这是干什么？,Nǐ zhè shì gàn shén me?,nǐ zhè shì gàn shén me,needs formatting,What are you doing?,1706,28.0,58.8,8.3,5,49.32,
4487,这是什么玩意？,Zhè shì shénme wán yì?,zhè shì shén me wán yì,needs syllable separation: 5 words for 6 chars,What the heck is this?,1616,28.5,58.6,7.1,89,49.31,
4488,杀人犯？,Shārénfàn?,shā rén fàn,needs syllable separation: 1 words for 3 chars,Murderer?,99,23.3,52.5,0.0,1,49.26,
4489,你跟我来,Nǐ gēn wǒ lái,nǐ gēn wǒ lái,needs formatting,Come with me.,2331,22.3,61.9,25.0,52,49.25,
4490,亲我一下,Qīn wǒ yīxià,qīn wǒ yī xià,needs syllable separation: 3 words for 4 chars,Kiss me.,1577,21.0,55.0,10.0,31,49.20,
4491,狗娘养的,Gǒu niáng yǎng de,gǒu niáng yǎng de,needs formatting,Son of a bitch!,1465,22.3,56.8,12.5,11,49.20,
4492,那一天,Nà yī tiān,nà yī tiān,needs formatting,That day.,1277,17.8,54.0,12.5,35,49.19,
4493,凯许先生?,Kǎi xǔ xiān sheng?,kǎi xǔ xiān sheng,needs formatting,Mr. Cash?,2918,22.3,51.7,0.0,1,49.14,
4494,快滚出去,Kuài gǔn chūqù,kuài gǔn chū qù,needs syllable separation: 3 words for 4 chars,Get out of here!,823,22.3,56.7,12.5,25,49.13,
4495,上楼,Shànglóu,shàng lóu,needs syllable separation: 1 words for 2 chars,Go upstairs.,353,16.2,54.6,16.7,51,49.12,
4496,失败者,Shībài zhě,shī bài zhě,needs syllable separation: 2 words for 3 chars,Loser.,489,23.3,52.1,0.0,1,49.09,
4497,嘿 伙计们,Hēi huǒ jì men,hēi huǒ jì men,needs formatting,Hey guys.,2652,21.0,50.8,0.0,1,49.09,
4498,住口,Zhùkǒu,zhù kǒu,needs syllable separation: 1 words for 2 chars,Shut up!,67,16.2,54.5,16.7,91,49.08,
4499,那就好了,Nà jiù hǎo le,nà jiù hǎo le,needs formatting,That'll be fine.,2062,22.3,61.5,25.0,35,49.05,
4500,这还差不多,Zhè hái chà bu duō,zhè hái chà bu duō,needs formatting,That's more like it.,3214,24.8,60.9,20.0,58,49.03,
4501,冰淇淋,Bīngqílín,bīng qí lín,needs syllable separation: 1 words for 3 chars,Ice cream.,380,23.3,52.0,0.0,1,49.03,
4502,嘿，怎么回事？,"Hēi, zěnme huí shì?",hēi zěn me huí shì,needs syllable separation: 4 words for 5 chars,"Hey, what's going on?",2339,26.9,54.2,0.0,1,49.02,
4503,太漂亮了,Tài piàoliang le,tài piào liàng le,needs syllable separation: 3 words for 4 chars,So beautiful!,1784,22.3,51.4,0.0,1,49.01,
4504,失败了,Shībài le,shī bài le,needs syllable separation: 2 words for 3 chars,It failed.,420,17.8,48.6,0.0,1,48.95,
4505,双胞胎,Shuāngbāotāi,shuāng bāo tāi,needs syllable separation: 1 words for 3 chars,Twins.,478,23.3,51.8,0.0,1,48.94,
4506,我杀了他,Wǒ shā le tā,wǒ shā le tā,needs formatting,I killed him.,1307,21.3,54.7,10.0,31,48.93,
4507,杀了我吧,Shā le wǒ ba,shā le wǒ ba,needs formatting,Kill me.,1302,21.3,54.7,10.0,31,48.93,
4508,可卡因,Kě kǎ yīn,kě kǎ yīn,needs formatting,Cocaine.,1119,23.3,51.8,0.0,1,48.93,
4509,吃啊,Chī a,chī a,needs formatting,Eat!,943,13.2,55.7,25.0,27,48.92,
4510,酒吧,Jiǔbā,jiǔ bā,needs syllable separation: 1 words for 2 chars,Bar.,321,16.2,54.2,16.7,46,48.91,
4511,怎么这么久？,Zěnme zhème jiǔ?,zěn me zhè me jiǔ,needs syllable separation: 3 words for 5 chars,How come it took so long?,761,25.7,57.2,10.0,100,48.88,
4512,胆小鬼,Dǎnxiǎoguǐ,dǎn xiǎo guǐ,needs syllable separation: 1 words for 3 chars,Coward.,108,23.3,51.7,0.0,1,48.88,
4513,多谢,Duō xiè,duō xiè,needs formatting,Thank you.,726,16.2,54.1,16.7,58,48.87,
4514,我这就来,Wǒ zhè jiù lái,wǒ zhè jiù lái,needs formatting,I'll be right there.,2064,21.3,54.5,10.0,31,48.86,
4515,停下,Tíng xià,tíng xià,needs formatting,Stop.,826,16.2,54.1,16.7,85,48.84,
4516,身份证,Shēnfènzhèng,shēn fèn zhèng,needs syllable separation: 1 words for 3 chars,ID card.,430,23.3,51.6,0.0,1,48.83,
4517,喝酒,Hē jiǔ,hē jiǔ,needs formatting,Drinking (alcohol).,860,16.2,54.0,16.7,88,48.81,
4518,旅行,Lǚxíng,lǚ xíng,needs syllable separation: 1 words for 2 chars,Travel.,374,16.2,53.9,16.7,80,48.78,
4519,哪去了?,Nǎ qù le?,nǎ qù le,needs formatting,Where did it go?,1494,17.8,61.5,33.3,79,48.74,
4520,坐好了,Zuò hǎo le,zuò hǎo le,needs formatting,Sit still.,1096,17.8,61.5,33.3,87,48.74,
4521,神经病,Shénjīng bìng,shén jīng bìng,needs syllable separation: 2 words for 3 chars,Crazy!,435,23.3,51.4,0.0,1,48.73,
4522,住手！,Zhù shǒu!,zhù shǒu,needs formatting,Stop!,194,16.2,53.8,16.7,91,48.72,
4523,很久了,Hěn jiǔ le,hěn jiǔ le,needs formatting,It's been a long time.,1639,17.8,61.4,33.3,100,48.71,
4524,唉呀,Āi ya,āi ya,needs formatting,Oh dear!,414,16.2,53.8,16.7,90,48.69,
4525,赶快！,Gǎn kuài!,gǎn kuài,needs formatting,Hurry up!,947,16.2,53.7,16.7,63,48.68,
4526,尽快,Jǐnkuài,jǐn kuài,needs syllable separation: 1 words for 2 chars,As soon as possible.,295,16.2,53.7,16.7,63,48.67,
4527,你受伤了,Nǐ shòushāng le,nǐ shòu shāng le,needs syllable separation: 3 words for 4 chars,You're injured.,954,21.0,49.8,0.0,1,48.61,
4528,噢，天呐！,"Ō, tiānnà!",ō tiān nà,needs syllable separation: 2 words for 3 chars,"Oh, my god!",432,17.8,47.8,0.0,1,48.60,
4529,上校,Shàng xiào,shàng xiào,needs formatting,Colonel.,848,16.2,53.5,16.7,51,48.57,
4530,就位,Jiùwèi,jiù wèi,needs syllable separation: 1 words for 2 chars,Ready.,243,16.2,53.5,16.7,35,48.57,
4531,这是命令,Zhè shì mìnglìng,zhè shì mìng lìng,needs syllable separation: 3 words for 4 chars,This is an order.,1030,22.3,50.5,0.0,1,48.55,
4532,前进,Qiánjìn,qián jìn,needs syllable separation: 1 words for 2 chars,Forward.,102,16.2,53.4,16.7,93,48.54,
4533,你并不知道，黑鬼,"Nǐ bìng bù zhīdào, hēiguǐ",nǐ bìng bù zhī dào hēi guǐ,needs syllable separation: 5 words for 7 chars,"You don't know, nigger.",1692,32.2,59.3,7.1,1,48.53,
4534,和平！,Hépíng!,hé píng,needs syllable separation: 1 words for 2 chars,Peace!,317,16.2,53.4,16.7,33,48.51,
4535,你被捕了,Nǐ bèi bǔ le,nǐ bèi bǔ le,needs formatting,You're under arrest.,1513,21.0,49.6,0.0,1,48.50,
4536,我得挂了,Wǒ děi guà le,wǒ děi guà le,needs formatting,I have to hang up.,2845,21.3,59.8,25.0,43,48.49,
4537,趴下！,Pā xià!,pā xià,needs formatting,Get down!,348,16.2,53.3,16.7,85,48.49,
4538,陛下,Bìxià,bì xià,needs syllable separation: 1 words for 2 chars,Your Majesty.,108,16.2,53.3,16.7,85,48.47,
4539,上尉,Shàngwèi,shàng wèi,needs syllable separation: 1 words for 2 chars,Captain.,280,16.2,53.3,16.7,51,48.46,
4540,你完蛋了,Nǐ wán dàn le,nǐ wán dàn le,needs formatting,You're finished.,1252,21.0,49.4,0.0,1,48.40,
4541,出什么事了吗？,Chū shénme shì le ma?,chū shén me shì le ma,needs syllable separation: 5 words for 6 chars,What's wrong?,1602,28.5,56.7,7.1,32,48.39,
4542,天才,Tiāncái,tiān cái,needs syllable separation: 1 words for 2 chars,Genius.,201,16.2,53.1,16.7,65,48.39,
4543,没时间了,Méi shíjiān le,méi shí jiān le,needs syllable separation: 3 words for 4 chars,No time left.,812,21.0,49.4,0.0,1,48.38,
4544,你睡着了,Nǐ shuì zháo le,nǐ shuì zháo le,needs formatting,You fell asleep.,2753,21.0,49.3,0.0,1,48.37,
4545,(大笑),(dà xiào),,,(Laughing).,847,16.2,46.4,0.0,1,48.36,
4546,这可不行,Zhè kě bùxíng,zhè kě bù xíng,needs syllable separation: 3 words for 4 chars,That won't do.,764,21.0,54.3,12.5,1,48.36,
4547,这可不好,Zhè kě bù hǎo,zhè kě bù hǎo,needs formatting,That's not good.,1212,21.0,54.3,12.5,1,48.35,
4548,没办法了,Méi bàn fǎ le,méi bàn fǎ le,needs formatting,There's nothing we can do.,1464,21.0,49.3,0.0,1,48.34,
4549,这是谁的？,Zhè shì shuí de?,zhè shì shéi de,preferred pronunciation: shuí -> shéi,Whose is this?,2121,21.3,49.4,0.0,1,48.32,
4550,你迷路了？,Nǐ mílù le?,nǐ mí lù le,needs syllable separation: 3 words for 4 chars,Are you lost?,1026,21.0,49.2,0.0,1,48.30,
4551,进攻,Jìngōng,jìn gōng,needs syllable separation: 1 words for 2 chars,Attack!,74,16.2,53.0,16.7,93,48.29,
4552,你太棒了,Nǐ tài bàng le,nǐ tài bàng le,needs formatting,You're awesome!,2435,22.3,50.0,0.0,1,48.28,
4553,我要杀了他,Wǒ yào shā le tā,wǒ yào shā le tā,needs formatting,I'm going to kill him.,1604,24.7,54.7,8.3,31,48.26,
4554,真好啊,Zhēn hǎo a,zhēn hǎo a,needs formatting,That's great!,1032,17.8,53.8,16.7,27,48.24,
4555,殿下,Diànxià,diàn xià,needs syllable separation: 1 words for 2 chars,Your Highness.,205,16.2,52.7,16.7,85,48.19,
4556,老虎,Lǎohǔ,lǎo hǔ,needs syllable separation: 1 words for 2 chars,Tiger.,432,16.2,56.0,25.0,9,48.15,
4557,你吓着我了,Nǐ xiàzhe wǒ le,nǐ xià zhe wǒ le,needs syllable separation: 4 words for 5 chars,You scared me!,1523,25.4,54.8,8.3,31,48.12,
4558,我恋爱了,Wǒ liàn'ài le,wǒ liàn ài le,needs syllable separation: 3 words for 4 chars,I'm in love.,2917,21.0,58.7,25.0,71,48.07,
4559,没错,Méicuò,méi cuò,needs syllable separation: 1 words for 2 chars,That's right.,274,16.2,55.8,25.0,6,48.05,
4560,我中弹了,Wǒ zhòng dàn le,wǒ zhòng dàn le,needs formatting,I've been shot.,1451,21.0,52.6,10.0,31,48.02,
4561,放大,Fàng dà,fàng dà,needs formatting,Zoom in.,817,16.2,55.7,25.0,7,48.02,
4562,你吓死我了,Nǐ xià sǐ wǒ le,nǐ xià sǐ wǒ le,needs formatting,You scared me to death!,1556,24.7,54.8,10.0,4,47.99,
4563,我们来了,Wǒ men lái le,wǒ men lái le,needs formatting,We're here.,2262,21.0,52.5,10.0,31,47.96,
4564,很晚了,Hěn wǎn le,hěn wǎn le,needs formatting,It's very late.,1665,17.8,51.5,12.5,44,47.90,
4565,一派胡言,Yīpài húyán,yí pài hú yán,needs syllable separation: 2 words for 4 chars,Nonsense!,516,30.3,54.0,0.0,1,47.90,
4566,我吃饱了,Wǒ chī bǎo le,wǒ chī bǎo le,needs formatting,I'm full.,2704,21.0,52.3,10.0,31,47.86,
4567,他病了,Tā bìng le,tā bìng le,needs formatting,He's sick.,846,17.8,51.3,12.5,48,47.85,
4568,听说了,Tīng shuō le,tīng shuō le,needs formatting,I heard about it.,1251,17.8,51.3,12.5,57,47.85,
4569,上车,Shàng chē,shàng chē,needs formatting,Get in the car!,830,16.2,52.0,16.7,51,47.82,
4570,先生们,Xiānshengmen,xiān shēng men,needs syllable separation: 1 words for 3 chars,Gentlemen.,134,17.8,46.3,0.0,1,47.82,
4571,锁住了,Suǒ zhù le,suǒ zhù le,needs formatting,Locked.,1965,17.8,51.3,12.5,91,47.80,
4572,谢天谢地,Xiè tiān xiè dì,xiè tiān xiè dì,needs formatting,Thank goodness!,2436,29.1,53.1,0.0,1,47.80,
4573,我先来,Wǒ xiān lái,wǒ xiān lái,needs formatting,I'll go first.,1732,17.8,51.2,12.5,31,47.79,
4574,抓住了,Zhuā zhù le,zhuā zhù le,needs formatting,Got it!,1822,17.8,51.2,12.5,91,47.79,
4575,五十,Wǔshí,wǔ shí,needs syllable separation: 1 words for 2 chars,Fifty.,462,16.2,55.3,25.0,15,47.79,
4576,难以置信,Nán yǐ zhìxìn,nán yǐ zhì xìn,needs syllable separation: 3 words for 4 chars,Unbelievable!,1021,30.3,53.7,0.0,1,47.77,
4577,记住了,Jì zhù le,jì zhù le,needs formatting,Remember!,1979,17.8,51.2,12.5,91,47.75,
4578,停下 停下,Tíng xià tíng xià,tíng xià tíng xià,needs formatting,Stop! Stop!,1300,19.8,54.1,16.7,85,47.74,
4579,拿著,Ná zhe,ná zhe,needs formatting,Holding.,859,13.2,49.9,16.7,91,47.69,
4580,你是个天才,Nǐ shì ge tiāncái,nǐ shì ge tiāncái,needs formatting,You're a genius.,2923,24.7,53.4,8.3,65,47.63,
4581,住手 住手,Zhù shǒu zhù shǒu,zhù shǒu zhù shǒu,needs formatting,Stop! Stop!,1260,19.8,53.8,16.7,91,47.62,
4582,快快,Kuài kuài,kuài kuài,needs formatting,Hurry up!,144,14.9,54.1,25.0,63,47.57,
4583,你们好,Nǐmen hǎo,nǐ men hǎo,needs syllable separation: 2 words for 3 chars,"Hello, everyone.",641,23.3,54.1,12.5,41,47.57,
4584,这就够了,Zhè jiù gòu le,zhè jiù gòu le,needs formatting,That's enough.,2725,21.3,51.6,10.0,35,47.39,
4585,趴下 趴下,Pā xià pā xià,pā xià pā xià,needs formatting,Get down! Get down!,2760,19.8,53.3,16.7,85,47.39,
4586,跪下,Guì xià,guì xià,needs formatting,Kneel!,454,16.2,51.1,16.7,85,47.35,
4587,这是第一次,Zhè shì dì yī cì,zhè shì dì yī cì,needs formatting,This is the first time.,3086,26.9,50.8,0.0,1,47.34,
4588,谁打来的？,Shuí dǎ lái de?,shéi dǎ lái de,preferred pronunciation: shuí -> shéi,Who called?,2394,21.0,47.1,0.0,1,47.27,
4589,对不起，我来晚了,"Duìbuqǐ, wǒ lái wǎn le",duì bù qǐ wǒ lái wǎn le,needs syllable separation: 5 words for 7 chars,"I'm sorry, I'm late.",1608,31.3,59.0,14.3,31,47.24,
4590,一模一样,Yī mó yī yàng,yī mó yī yàng,needs formatting,Exactly the same.,2908,29.1,51.9,0.0,1,47.22,
4591,(西班牙语),(xībānyáyǔ),,,(Spanish).,384,30.3,52.6,0.0,1,47.20,
4592,不必,Bùbì,bù bì,needs syllable separation: 1 words for 2 chars,No need.,227,16.2,54.1,25.0,1,47.18,
4593,你怎么回事？,Nǐ zěnme huí shì?,nǐ zěn me huí shì,needs syllable separation: 4 words for 5 chars,What's wrong with you?,1205,26.9,50.4,0.0,1,47.12,
4594,他们会杀了你,Tāmen huì shā le nǐ,tā men huì shā le nǐ,needs syllable separation: 5 words for 6 chars,They'll kill you.,1606,28.5,54.2,7.1,32,47.11,
4595,老天,Lǎotiān,lǎo tiān,needs syllable separation: 1 words for 2 chars,Oh my god!,58,16.2,53.9,25.0,9,47.10,
4596,别说了,Bié shuō le,bié shuō le,needs formatting,Don't say it.,559,17.8,51.5,16.7,2,47.09,
4597,我看不见,Wǒ kàn bu jiàn,wǒ kàn bu jiàn,needs formatting,I can't see.,1322,22.3,57.5,25.0,31,47.06,
4598,我听不见,Wǒ tīng bu jiàn,wǒ tīng bu jiàn,needs formatting,I can't hear you.,1321,22.3,57.5,25.0,31,47.05,
4599,别管了,Bié guǎn le,bié guǎn le,needs formatting,Leave it alone.,786,17.8,51.4,16.7,2,47.05,
4600,你个混蛋,Nǐ ge hùn dàn,nǐ ge hùn dàn,needs formatting,You bastard!,1448,21.0,46.7,0.0,1,47.04,
4601,不知,Bù zhī,bù zhī,needs formatting,I don't know.,765,16.2,53.7,25.0,1,47.01,
4602,加拿大,Jiānádà,jiā ná dà,needs syllable separation: 1 words for 3 chars,Canada.,479,23.3,53.0,12.5,91,47.01,
4603,答错了,Dá cuò le,dá cuò le,needs formatting,Wrong answer.,945,17.8,51.3,16.7,6,47.01,
4604,你个白痴,Nǐ ge báichī,nǐ ge báichī,needs formatting,You idiot!,964,21.0,46.6,0.0,1,46.98,
4605,臭死了,Chòu sǐ le,chòu sǐ le,needs formatting,It stinks to death!,1000,17.8,51.3,16.7,4,46.97,
4606,地下室,Dì xià shì,dì xià shì,needs formatting,Basement.,1651,23.3,52.8,12.5,85,46.93,
4607,别扯了,Bié chě le,bié chě le,needs formatting,Cut it out.,1028,17.8,51.2,16.7,2,46.92,
4608,这就对了,Zhè jiù duì le,zhè jiù duì le,needs formatting,That's right.,2083,21.3,51.6,12.5,26,46.91,
4609,老鼠,Lǎoshǔ,lǎo shǔ,needs syllable separation: 1 words for 2 chars,Mouse.,459,16.2,53.4,25.0,9,46.83,
4610,放箭！,Fàng jiàn!,fàng jiàn,needs formatting,Loose the arrow!,685,16.2,53.4,25.0,7,46.83,
4611,胡说八道,Hú shuō bā dào,hú shuō bā dào,needs formatting,Nonsense!,1449,30.3,51.8,0.0,1,46.82,
4612,让路！,Ràng lù!,ràng lù,needs formatting,Make way!,362,16.2,50.0,16.7,38,46.80,
4613,看起来,Kàn qǐlái,kàn qǐ lái,needs syllable separation: 2 words for 3 chars,It looks like...,831,23.3,52.5,12.5,78,46.80,
4614,放手,Fàng shǒu,fàng shǒu,needs formatting,Let go!,192,16.2,53.2,25.0,7,46.76,
4615,希德死了！,Xīdé sǐ le!,xī dé sǐ le,needs syllable separation: 3 words for 4 chars,Sid is dead!,1089,21.0,51.1,12.5,4,46.76,
4616,老公,Lǎogōng,lǎo gōng,needs syllable separation: 1 words for 2 chars,Husband.,270,16.2,53.1,25.0,9,46.72,
4617,这是怎么了？,Zhè shì zěnme le?,zhè shì zěn me le,needs syllable separation: 4 words for 5 chars,What's wrong with this?,1139,24.8,48.2,0.0,1,46.70,
4618,这是哪儿?,Zhè shì nǎr?,zhè shì nǎ ér ?,missing syllables: 3 for 4 chars,Where is this?,1397,22.3,50.8,10.0,76,46.69,
4619,这太危险了,Zhè tài wēixiǎn le,zhè tài wēi xiǎn le,needs syllable separation: 4 words for 5 chars,This is too dangerous!,1477,24.8,48.1,0.0,1,46.62,
4620,你喝酒了？,Nǐ hē jiǔ le?,nǐ hē jiǔ le,needs formatting,Did you drink?,1319,21.0,49.8,10.0,88,46.59,
4621,此话怎讲？,Cǐ huà zěn jiǎng?,cǐ huà zěn jiǎng,needs formatting,What do you mean by that?,2686,22.3,46.5,0.0,1,46.57,
4622,以防万一,Yǐ fáng wàn yī,yǐ fáng wàn yī,needs formatting,Just in case.,2906,30.3,51.3,0.0,1,46.55,
4623,五百,Wǔbǎi,wǔ bǎi,needs syllable separation: 1 words for 2 chars,Five hundred.,337,16.2,52.7,25.0,15,46.49,
4624,睡不着,Shuì bu zháo,shuì bu zháo,needs formatting,Can't sleep.,925,23.3,53.6,16.7,1,46.48,
4625,死刑,Sǐ xíng,sǐ xíng,needs formatting,Death penalty.,199,16.2,52.7,25.0,4,46.48,
4626,我渴了,Wǒ kě le,wǒ kě le,needs formatting,I'm thirsty.,1332,17.8,48.5,12.5,31,46.43,
4627,狗屁,Gǒupì,gǒu pì,needs syllable separation: 1 words for 2 chars,Bullshit.,90,16.2,52.5,25.0,11,46.40,
4628,没问题了,Méi wèntí le,méi wèn tí le,needs syllable separation: 3 words for 4 chars,No problem.,1404,21.0,49.4,10.0,81,46.38,
4629,这人是谁？,Zhè rén shì shuí?,zhè rén shì shéi,preferred pronunciation: shuí -> shéi,Who is this person?,2127,21.0,45.3,0.0,1,46.36,
4630,这位是谁？,Zhè wèi shì shuí?,zhè wèi shì shéi,preferred pronunciation: shuí -> shéi,Who is this?,2187,21.0,45.3,0.0,1,46.35,
4631,不准,Bù zhǔn,bù zhǔn,needs formatting,No way!,328,16.2,52.4,25.0,1,46.33,
4632,快给我,Kuài gěi wǒ,kuài gěi wǒ,needs formatting,Give it to me quickly!,1232,23.3,51.6,12.5,31,46.31,
